account_id,industry,plan_tier,mrr_amount,churn_date,is_churned
A-054577,EdTech,Basic,1715,,0
A-054577,EdTech,Basic,646,,0
A-054577,EdTech,Basic,784,,0
A-054577,EdTech,Basic,456,,0
A-05d3b3,DevTools,Basic,441,2024-03-12,1
A-05d3b3,DevTools,Basic,441,2024-09-09,1
A-05d3b3,DevTools,Basic,2587,2024-03-12,1
A-05d3b3,DevTools,Basic,2587,2024-09-09,1
A-05d3b3,DevTools,Basic,209,2024-03-12,1
A-05d3b3,DevTools,Basic,209,2024-09-09,1
A-05d3b3,DevTools,Basic,0,2024-03-12,1
A-05d3b3,DevTools,Basic,0,2024-09-09,1
A-05d3b3,DevTools,Basic,171,2024-03-12,1
A-05d3b3,DevTools,Basic,171,2024-09-09,1
A-05d3b3,DevTools,Basic,0,2024-03-12,1
A-05d3b3,DevTools,Basic,0,2024-09-09,1
A-05d3b3,DevTools,Basic,171,2024-03-12,1
A-05d3b3,DevTools,Basic,171,2024-09-09,1
A-05d3b3,DevTools,Basic,0,2024-03-12,1
A-05d3b3,DevTools,Basic,0,2024-09-09,1
A-05d3b3,DevTools,Basic,3781,2024-03-12,1
A-05d3b3,DevTools,Basic,3781,2024-09-09,1
A-05d3b3,DevTools,Basic,456,2024-03-12,1
A-05d3b3,DevTools,Basic,456,2024-09-09,1
A-05d3b3,DevTools,Basic,532,2024-03-12,1
A-05d3b3,DevTools,Basic,532,2024-09-09,1
A-05d3b3,DevTools,Basic,3184,2024-03-12,1
A-05d3b3,DevTools,Basic,3184,2024-09-09,1
A-05d3b3,DevTools,Basic,1078,2024-03-12,1
A-05d3b3,DevTools,Basic,1078,2024-09-09,1
A-05f0e5,FinTech,Basic,18308,2024-11-25,1
A-05f0e5,FinTech,Basic,18308,2024-01-14,1
A-05f0e5,FinTech,Basic,1568,2024-11-25,1
A-05f0e5,FinTech,Basic,1568,2024-01-14,1
A-05f0e5,FinTech,Basic,6368,2024-11-25,1
A-05f0e5,FinTech,Basic,6368,2024-01-14,1
A-05f0e5,FinTech,Basic,6368,2024-11-25,1
A-05f0e5,FinTech,Basic,6368,2024-01-14,1
A-05f0e5,FinTech,Basic,2254,2024-11-25,1
A-05f0e5,FinTech,Basic,2254,2024-01-14,1
A-05f0e5,FinTech,Basic,1064,2024-11-25,1
A-05f0e5,FinTech,Basic,1064,2024-01-14,1
A-05f0e5,FinTech,Basic,2842,2024-11-25,1
A-05f0e5,FinTech,Basic,2842,2024-01-14,1
A-05f0e5,FinTech,Basic,608,2024-11-25,1
A-05f0e5,FinTech,Basic,608,2024-01-14,1
A-05f0e5,FinTech,Basic,1568,2024-11-25,1
A-05f0e5,FinTech,Basic,1568,2024-01-14,1
A-05f0e5,FinTech,Basic,3185,2024-11-25,1
A-05f0e5,FinTech,Basic,3185,2024-01-14,1
A-05f0e5,FinTech,Basic,608,2024-11-25,1
A-05f0e5,FinTech,Basic,608,2024-01-14,1
A-05f0e5,FinTech,Basic,6368,2024-11-25,1
A-05f0e5,FinTech,Basic,6368,2024-01-14,1
A-0651a4,HealthTech,Pro,12935,2024-12-25,1
A-0651a4,HealthTech,Pro,12935,2024-11-22,1
A-0651a4,HealthTech,Pro,304,2024-12-25,1
A-0651a4,HealthTech,Pro,304,2024-11-22,1
A-0651a4,HealthTech,Pro,3781,2024-12-25,1
A-0651a4,HealthTech,Pro,3781,2024-11-22,1
A-0651a4,HealthTech,Pro,11940,2024-12-25,1
A-0651a4,HealthTech,Pro,11940,2024-11-22,1
A-0651a4,HealthTech,Pro,784,2024-12-25,1
A-0651a4,HealthTech,Pro,784,2024-11-22,1
A-0651a4,HealthTech,Pro,0,2024-12-25,1
A-0651a4,HealthTech,Pro,0,2024-11-22,1
A-0651a4,HealthTech,Pro,0,2024-12-25,1
A-0651a4,HealthTech,Pro,0,2024-11-22,1
A-0651a4,HealthTech,Pro,304,2024-12-25,1
A-0651a4,HealthTech,Pro,304,2024-11-22,1
A-0651a4,HealthTech,Pro,784,2024-12-25,1
A-0651a4,HealthTech,Pro,784,2024-11-22,1
A-0651a4,HealthTech,Pro,3184,2024-12-25,1
A-0651a4,HealthTech,Pro,3184,2024-11-22,1
A-0651a4,HealthTech,Pro,3184,2024-12-25,1
A-0651a4,HealthTech,Pro,3184,2024-11-22,1
A-0651a4,HealthTech,Pro,0,2024-12-25,1
A-0651a4,HealthTech,Pro,0,2024-11-22,1
A-0651a4,HealthTech,Pro,399,2024-12-25,1
A-0651a4,HealthTech,Pro,399,2024-11-22,1
A-0651a4,HealthTech,Pro,3781,2024-12-25,1
A-0651a4,HealthTech,Pro,3781,2024-11-22,1
A-0651a4,HealthTech,Pro,3184,2024-12-25,1
A-0651a4,HealthTech,Pro,3184,2024-11-22,1
A-068fc6,EdTech,Enterprise,1715,,0
A-068fc6,EdTech,Enterprise,1715,,0
A-068fc6,EdTech,Enterprise,6965,,0
A-068fc6,EdTech,Enterprise,1715,,0
A-068fc6,EdTech,Enterprise,665,,0
A-068fc6,EdTech,Enterprise,1715,,0
A-068fc6,EdTech,Enterprise,6965,,0
A-068fc6,EdTech,Enterprise,6965,,0
A-068fc6,EdTech,Enterprise,665,,0
A-068fc6,EdTech,Enterprise,0,,0
A-075038,HealthTech,Basic,833,2024-09-05,1
A-075038,HealthTech,Basic,323,2024-09-05,1
A-075038,HealthTech,Basic,0,2024-09-05,1
A-075038,HealthTech,Basic,2450,2024-09-05,1
A-075038,HealthTech,Basic,323,2024-09-05,1
A-075038,HealthTech,Basic,5047,2024-09-05,1
A-075038,HealthTech,Basic,0,2024-09-05,1
A-075038,HealthTech,Basic,0,2024-09-05,1
A-075038,HealthTech,Basic,3383,2024-09-05,1
A-075038,HealthTech,Basic,3383,2024-09-05,1
A-075038,HealthTech,Basic,833,2024-09-05,1
A-075038,HealthTech,Basic,833,2024-09-05,1
A-075038,HealthTech,Basic,703,2024-09-05,1
A-075038,HealthTech,Basic,798,2024-09-05,1
A-089363,FinTech,Basic,209,2023-11-27,1
A-089363,FinTech,Basic,0,2023-11-27,1
A-089363,FinTech,Basic,0,2023-11-27,1
A-089363,FinTech,Basic,1274,2023-11-27,1
A-089363,FinTech,Basic,1990,2023-11-27,1
A-089363,FinTech,Basic,2985,2023-11-27,1
A-089363,FinTech,Basic,0,2023-11-27,1
A-089363,FinTech,Basic,98,2023-11-27,1
A-089363,FinTech,Basic,760,2023-11-27,1
A-089363,FinTech,Basic,8557,2023-11-27,1
A-089363,FinTech,Basic,57,2023-11-27,1
A-089363,FinTech,Basic,5174,2023-11-27,1
A-089363,FinTech,Basic,0,2023-11-27,1
A-089363,FinTech,Basic,0,2023-11-27,1
A-08e34e,EdTech,Basic,686,2024-07-13,1
A-08e34e,EdTech,Basic,686,2024-09-01,1
A-08e34e,EdTech,Basic,5970,2024-07-13,1
A-08e34e,EdTech,Basic,5970,2024-09-01,1
A-08e34e,EdTech,Basic,931,2024-07-13,1
A-08e34e,EdTech,Basic,931,2024-09-01,1
A-08e34e,EdTech,Basic,0,2024-07-13,1
A-08e34e,EdTech,Basic,0,2024-09-01,1
A-08e34e,EdTech,Basic,0,2024-07-13,1
A-08e34e,EdTech,Basic,0,2024-09-01,1
A-08e34e,EdTech,Basic,5771,2024-07-13,1
A-08e34e,EdTech,Basic,5771,2024-09-01,1
A-08e34e,EdTech,Basic,686,2024-07-13,1
A-08e34e,EdTech,Basic,686,2024-09-01,1
A-08e34e,EdTech,Basic,686,2024-07-13,1
A-08e34e,EdTech,Basic,686,2024-09-01,1
A-08e34e,EdTech,Basic,2786,2024-07-13,1
A-08e34e,EdTech,Basic,2786,2024-09-01,1
A-08e34e,EdTech,Basic,1463,2024-07-13,1
A-08e34e,EdTech,Basic,1463,2024-09-01,1
A-08e34e,EdTech,Basic,2842,2024-07-13,1
A-08e34e,EdTech,Basic,2842,2024-09-01,1
A-09316c,FinTech,Enterprise,3430,2024-12-05,1
A-09316c,FinTech,Enterprise,1330,2024-12-05,1
A-09316c,FinTech,Enterprise,13930,2024-12-05,1
A-09316c,FinTech,Enterprise,13930,2024-12-05,1
A-09316c,FinTech,Enterprise,13930,2024-12-05,1
A-09316c,FinTech,Enterprise,0,2024-12-05,1
A-09316c,FinTech,Enterprise,13930,2024-12-05,1
A-09316c,FinTech,Enterprise,3430,2024-12-05,1
A-09316c,FinTech,Enterprise,3430,2024-12-05,1
A-09316c,FinTech,Enterprise,1330,2024-12-05,1
A-09316c,FinTech,Enterprise,1330,2024-12-05,1
A-09540c,Cybersecurity,Basic,3283,2024-03-05,1
A-09540c,Cybersecurity,Basic,3283,2024-03-05,1
A-09540c,Cybersecurity,Basic,1273,2024-03-05,1
A-09540c,Cybersecurity,Basic,1273,2024-03-05,1
A-09540c,Cybersecurity,Basic,13333,2024-03-05,1
A-09540c,Cybersecurity,Basic,1273,2024-03-05,1
A-098560,DevTools,Enterprise,796,2024-09-04,1
A-098560,DevTools,Enterprise,796,2024-05-30,1
A-098560,DevTools,Enterprise,588,2024-09-04,1
A-098560,DevTools,Enterprise,588,2024-05-30,1
A-098560,DevTools,Enterprise,0,2024-09-04,1
A-098560,DevTools,Enterprise,0,2024-05-30,1
A-098560,DevTools,Enterprise,1225,2024-09-04,1
A-098560,DevTools,Enterprise,1225,2024-05-30,1
A-098560,DevTools,Enterprise,551,2024-09-04,1
A-098560,DevTools,Enterprise,551,2024-05-30,1
A-098560,DevTools,Enterprise,1715,2024-09-04,1
A-098560,DevTools,Enterprise,1715,2024-05-30,1
A-098560,DevTools,Enterprise,190,2024-09-04,1
A-098560,DevTools,Enterprise,190,2024-05-30,1
A-098560,DevTools,Enterprise,133,2024-09-04,1
A-098560,DevTools,Enterprise,133,2024-05-30,1
A-098560,DevTools,Enterprise,597,2024-09-04,1
A-098560,DevTools,Enterprise,597,2024-05-30,1
A-098560,DevTools,Enterprise,760,2024-09-04,1
A-098560,DevTools,Enterprise,760,2024-05-30,1
A-098560,DevTools,Enterprise,5771,2024-09-04,1
A-098560,DevTools,Enterprise,5771,2024-05-30,1
A-0a282f,DevTools,Basic,0,2024-10-06,1
A-0a282f,DevTools,Basic,0,2024-12-31,1
A-0a282f,DevTools,Basic,882,2024-10-06,1
A-0a282f,DevTools,Basic,882,2024-12-31,1
A-0a282f,DevTools,Basic,3781,2024-10-06,1
A-0a282f,DevTools,Basic,3781,2024-12-31,1
A-0a282f,DevTools,Basic,196,2024-10-06,1
A-0a282f,DevTools,Basic,196,2024-12-31,1
A-0a282f,DevTools,Basic,760,2024-10-06,1
A-0a282f,DevTools,Basic,760,2024-12-31,1
A-0a282f,DevTools,Basic,1194,2024-10-06,1
A-0a282f,DevTools,Basic,1194,2024-12-31,1
A-0a282f,DevTools,Basic,114,2024-10-06,1
A-0a282f,DevTools,Basic,114,2024-12-31,1
A-0a282f,DevTools,Basic,1140,2024-10-06,1
A-0a282f,DevTools,Basic,1140,2024-12-31,1
A-0a282f,DevTools,Basic,5771,2024-10-06,1
A-0a282f,DevTools,Basic,5771,2024-12-31,1
A-0a282f,DevTools,Basic,398,2024-10-06,1
A-0a282f,DevTools,Basic,398,2024-12-31,1
A-0a282f,DevTools,Basic,2695,2024-10-06,1
A-0a282f,DevTools,Basic,2695,2024-12-31,1
A-0a282f,DevTools,Basic,49,2024-10-06,1
A-0a282f,DevTools,Basic,49,2024-12-31,1
A-0a282f,DevTools,Basic,228,2024-10-06,1
A-0a282f,DevTools,Basic,228,2024-12-31,1
A-0a282f,DevTools,Basic,980,2024-10-06,1
A-0a282f,DevTools,Basic,980,2024-12-31,1
A-0a282f,DevTools,Basic,98,2024-10-06,1
A-0a282f,DevTools,Basic,98,2024-12-31,1
A-0a62f5,FinTech,Pro,784,2024-10-10,1
A-0a62f5,FinTech,Pro,784,2024-09-27,1
A-0a62f5,FinTech,Pro,784,2024-12-18,1
A-0a62f5,FinTech,Pro,784,2024-12-27,1
A-0a62f5,FinTech,Pro,784,2024-12-07,1
A-0a62f5,FinTech,Pro,475,2024-10-10,1
A-0a62f5,FinTech,Pro,475,2024-09-27,1
A-0a62f5,FinTech,Pro,475,2024-12-18,1
A-0a62f5,FinTech,Pro,475,2024-12-27,1
A-0a62f5,FinTech,Pro,475,2024-12-07,1
A-0a62f5,FinTech,Pro,418,2024-10-10,1
A-0a62f5,FinTech,Pro,418,2024-09-27,1
A-0a62f5,FinTech,Pro,418,2024-12-18,1
A-0a62f5,FinTech,Pro,418,2024-12-27,1
A-0a62f5,FinTech,Pro,418,2024-12-07,1
A-0a62f5,FinTech,Pro,3184,2024-10-10,1
A-0a62f5,FinTech,Pro,3184,2024-09-27,1
A-0a62f5,FinTech,Pro,3184,2024-12-18,1
A-0a62f5,FinTech,Pro,3184,2024-12-27,1
A-0a62f5,FinTech,Pro,3184,2024-12-07,1
A-0aaf6e,FinTech,Enterprise,456,,0
A-0aaf6e,FinTech,Enterprise,57,,0
A-0aaf6e,FinTech,Enterprise,17512,,0
A-0aaf6e,FinTech,Enterprise,76,,0
A-0aaf6e,FinTech,Enterprise,0,,0
A-0aaf6e,FinTech,Enterprise,0,,0
A-0aaf6e,FinTech,Enterprise,3582,,0
A-0aaf6e,FinTech,Enterprise,588,,0
A-0aaf6e,FinTech,Enterprise,1813,,0
A-0b0d6d,DevTools,Pro,57,2024-12-31,1
A-0b0d6d,DevTools,Pro,147,2024-12-31,1
A-0b0d6d,DevTools,Pro,1078,2024-12-31,1
A-0b0d6d,DevTools,Pro,882,2024-12-31,1
A-0b0d6d,DevTools,Pro,8955,2024-12-31,1
A-0b0d6d,DevTools,Pro,247,2024-12-31,1
A-0b0d6d,DevTools,Pro,475,2024-12-31,1
A-0b0d6d,DevTools,Pro,10348,2024-12-31,1
A-0b0d6d,DevTools,Pro,294,2024-12-31,1
A-0b0d6d,DevTools,Pro,2587,2024-12-31,1
A-0b0d6d,DevTools,Pro,1029,2024-12-31,1
A-0b0d6d,DevTools,Pro,228,2024-12-31,1
A-0b0d6d,DevTools,Pro,7164,2024-12-31,1
A-0baac2,FinTech,Enterprise,627,2024-12-24,1
A-0baac2,FinTech,Enterprise,627,2024-10-18,1
A-0baac2,FinTech,Enterprise,627,2024-07-15,1
A-0baac2,FinTech,Enterprise,627,2024-09-30,1
A-0baac2,FinTech,Enterprise,2786,2024-12-24,1
A-0baac2,FinTech,Enterprise,2786,2024-10-18,1
A-0baac2,FinTech,Enterprise,2786,2024-07-15,1
A-0baac2,FinTech,Enterprise,2786,2024-09-30,1
A-0baac2,FinTech,Enterprise,2786,2024-12-24,1
A-0baac2,FinTech,Enterprise,2786,2024-10-18,1
A-0baac2,FinTech,Enterprise,2786,2024-07-15,1
A-0baac2,FinTech,Enterprise,2786,2024-09-30,1
A-0baac2,FinTech,Enterprise,361,2024-12-24,1
A-0baac2,FinTech,Enterprise,361,2024-10-18,1
A-0baac2,FinTech,Enterprise,361,2024-07-15,1
A-0baac2,FinTech,Enterprise,361,2024-09-30,1
A-0baac2,FinTech,Enterprise,6169,2024-12-24,1
A-0baac2,FinTech,Enterprise,6169,2024-10-18,1
A-0baac2,FinTech,Enterprise,6169,2024-07-15,1
A-0baac2,FinTech,Enterprise,6169,2024-09-30,1
A-0baac2,FinTech,Enterprise,5771,2024-12-24,1
A-0baac2,FinTech,Enterprise,5771,2024-10-18,1
A-0baac2,FinTech,Enterprise,5771,2024-07-15,1
A-0baac2,FinTech,Enterprise,5771,2024-09-30,1
A-0be015,FinTech,Pro,0,2024-12-13,1
A-0be015,FinTech,Pro,361,2024-12-13,1
A-0be015,FinTech,Pro,0,2024-12-13,1
A-0be015,FinTech,Pro,361,2024-12-13,1
A-0be015,FinTech,Pro,456,2024-12-13,1
A-0cc442,EdTech,Basic,2205,2024-10-23,1
A-0cc442,EdTech,Basic,2205,2024-07-20,1
A-0cc442,EdTech,Basic,2205,2024-09-26,1
A-0cc442,EdTech,Basic,2205,2024-10-06,1
A-0cc442,EdTech,Basic,855,2024-10-23,1
A-0cc442,EdTech,Basic,855,2024-07-20,1
A-0cc442,EdTech,Basic,855,2024-09-26,1
A-0cc442,EdTech,Basic,855,2024-10-06,1
A-0cc442,EdTech,Basic,0,2024-10-23,1
A-0cc442,EdTech,Basic,0,2024-07-20,1
A-0cc442,EdTech,Basic,0,2024-09-26,1
A-0cc442,EdTech,Basic,0,2024-10-06,1
A-0cc442,EdTech,Basic,8955,2024-10-23,1
A-0cc442,EdTech,Basic,8955,2024-07-20,1
A-0cc442,EdTech,Basic,8955,2024-09-26,1
A-0cc442,EdTech,Basic,8955,2024-10-06,1
A-0cc442,EdTech,Basic,8955,2024-10-23,1
A-0cc442,EdTech,Basic,8955,2024-07-20,1
A-0cc442,EdTech,Basic,8955,2024-09-26,1
A-0cc442,EdTech,Basic,8955,2024-10-06,1
A-0cc442,EdTech,Basic,8955,2024-10-23,1
A-0cc442,EdTech,Basic,8955,2024-07-20,1
A-0cc442,EdTech,Basic,8955,2024-09-26,1
A-0cc442,EdTech,Basic,8955,2024-10-06,1
A-0cc442,EdTech,Basic,10547,2024-10-23,1
A-0cc442,EdTech,Basic,10547,2024-07-20,1
A-0cc442,EdTech,Basic,10547,2024-09-26,1
A-0cc442,EdTech,Basic,10547,2024-10-06,1
A-0cc442,EdTech,Basic,855,2024-10-23,1
A-0cc442,EdTech,Basic,855,2024-07-20,1
A-0cc442,EdTech,Basic,855,2024-09-26,1
A-0cc442,EdTech,Basic,855,2024-10-06,1
A-0cc442,EdTech,Basic,0,2024-10-23,1
A-0cc442,EdTech,Basic,0,2024-07-20,1
A-0cc442,EdTech,Basic,0,2024-09-26,1
A-0cc442,EdTech,Basic,0,2024-10-06,1
A-0cc442,EdTech,Basic,8955,2024-10-23,1
A-0cc442,EdTech,Basic,8955,2024-07-20,1
A-0cc442,EdTech,Basic,8955,2024-09-26,1
A-0cc442,EdTech,Basic,8955,2024-10-06,1
A-0cc442,EdTech,Basic,8955,2024-10-23,1
A-0cc442,EdTech,Basic,8955,2024-07-20,1
A-0cc442,EdTech,Basic,8955,2024-09-26,1
A-0cc442,EdTech,Basic,8955,2024-10-06,1
